id,True,Pred
"Alle Dercks, samensteller Alle Dercks","Alle Dercks, samensteller Alle Dercks",Franciscus de Laat
J. Sent,J. Sent,Jacob Rosant
Augustinus van Teylingen,Augustinus van Teylingen,C. J. Wits
C. Rhijnenburgh,C. Rhijnenburgh,Johan van Born
Philippus van Sorgen,Philippus van Sorgen,Dirk Rafaelsz. Camphuysen
"Hendrik Lussing, Matthijsz.","Hendrik Lussing, Matthijsz.","Jan Steven van Esveldt Holtrop, Willem Holtrop"
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,Joannes van Sambeeck
Willem de Swaen,Willem de Swaen,Dirck Pietersz Pers
W.J. van Zeggelen,W.J. van Zeggelen,Jan Pieter Heije
Cornelis Maertsz.,Cornelis Maertsz.,Hendrik Rintjes
Dirck Pietersz Pers,Dirck Pietersz Pers,Dirk Rafaelsz. Camphuysen
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Peeter de Vleeschoudere
Daniel Bellemans,Daniel Bellemans,Jan Pieter Heije
Jacob Brouwer,Jacob Brouwer,Pieter de Vos
David Montanus,David Montanus,Reynier Rooleeuw
Pieter van Gelre,Pieter van Gelre,"Petrus Suetmans, Eustachius de Meyer"
Leenaert Clock,Leenaert Clock,Johan Fruytiers
Pieter Nootmans,Pieter Nootmans,G.A. Bredero
Hermanus van den Burg,Hermanus van den Burg,Jakobus Rosseau
Anthony Jansen,Anthony Jansen,Jan Pieter Heije
Jan Mommaert,Jan Mommaert,Johanna de Gavre
J. Sent,J. Sent,Leenaert Clock
Jan van Gijsen,Jan van Gijsen,Jan Pieter Heije
Frans de Cort,Frans de Cort,Jacobus de Ruyter
Jan van Hoogstraten,Jan van Hoogstraten,François Halma
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Justus de Harduwijn
Johan van Born,Johan van Born,Dirck Pietersz Pers
Jacobus de Ruyter,Jacobus de Ruyter,Justus de Harduwijn
Cornelis Sweerts,Cornelis Sweerts,Frank A. Metaal
Jacob Claesz,Jacob Claesz,Leenaert Clock
Joost van den Vondel en Johan van Heemskerck (etc.),Joost van den Vondel en Johan van Heemskerck (etc.),"Petrus Suetmans, Eustachius de Meyer"
"Louis Sette, Hinderick Ryeland","Louis Sette, Hinderick Ryeland",Florimond van Duyse
Karel van Mander,Karel van Mander,G.A. Bredero
Leenaert Clock,Leenaert Clock,Florimond van Duyse
Jan Mommaert,Jan Mommaert,Jan Thieullier
Pieter Dubbels,Pieter Dubbels,Joannes Stalpaert van der Wiele
Cornelis Stribeé,Cornelis Stribeé,Pieter de Vos
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Jacobus Viverius
Hendrik Rintjes,Hendrik Rintjes,Jacobus de Ruyter
Carolus Tuinman,Carolus Tuinman,Hendrik Uilenbroek
Cornelis Maertsz.,Cornelis Maertsz.,Franciscus Ridderus
E. Pels de Jonge,E. Pels de Jonge,G.A. Bredero
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Joannes van Sambeeck
Andries Pels,Andries Pels,Willem Sluiter
Christianus de Placker,Christianus de Placker,Cornelis Stribeé
Johan van Born,Johan van Born,Dirk Rafaelsz. Camphuysen
"Antoine Mahaut, Kornelis Elzevier","Antoine Mahaut, Kornelis Elzevier",Gerrit Hendricksz. van Breughel
Arnold Bon,Arnold Bon,Joannes van Sambeeck
M. van de Speybroek,M. van de Speybroek,Pieter de Vos
J. Jacobsz. Harlingen,J. Jacobsz. Harlingen,Florimond van Duyse
Jan Thieullier,Jan Thieullier,Florimond van Duyse
E. Pels de Jonge,E. Pels de Jonge,Johanna de Gavre
Michiel Vlack,Michiel Vlack,Justus de Harduwijn
Philippus van Sorgen,Philippus van Sorgen,Hendrick Jansz. Prins
Johan Deknatel,Johan Deknatel,Jan van der Veen
F.A. Snellaert,F.A. Snellaert,Florimond van Duyse
Lambert de Visscher,Lambert de Visscher,Frans vander Straten de jongere
Hermanus van den Burg,Hermanus van den Burg,Jan Pieter Heije
Hagen,Hagen,Gerrit Manheer
Livinus van der Minnen,Livinus van der Minnen,Daniel Bellemans
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Jan Mommaert,Jan Mommaert,Joan Ysermans
C.P. van Wesbusch,C.P. van Wesbusch,Boudewijn Jansen Wellens
David Montanus,David Montanus,Jan van Westerhoven
Lambert de Visscher,Lambert de Visscher,M. van de Speybroek
François Foret,François Foret,Joannes van Sambeeck
Hermanus van den Burg,Hermanus van den Burg,Jan van Hoogstraten
Willem de Swaen,Willem de Swaen,Jacob Rosant
Johannes Stichter,Johannes Stichter,Pieter de Vos
Joanna Crajenschot,Joanna Crajenschot,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Aegidius Haeffacker,Aegidius Haeffacker,Justus de Harduwijn
Florimond van Duyse,Florimond van Duyse,Cornelis de Bie
Gijsbertus van Sandwijk,Gijsbertus van Sandwijk,Franciscus Ridderus
Karel van Mander,Karel van Mander,Nicolaes Janssens
Hendrik Rintjes,Hendrik Rintjes,Jan Jansz. Deutel
Joannes Stalpaert van der Wiele,Joannes Stalpaert van der Wiele,Pieter Lenaerts van der Goes
Jacob Rosant,Jacob Rosant,Pieter de Vos
Johan van Heemskerck,Johan van Heemskerck,Livinus van der Minnen
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
M. van de Speybroek,M. van de Speybroek,Lambert de Visscher
Jacob Steendam,Jacob Steendam,Hermanus van den Burg
W.J. van Zeggelen,W.J. van Zeggelen,Betje Wolff en Aagje Deken
Joannes van Sambeeck,Joannes van Sambeeck,Nicolaes Janssens
Anthony Jansen,Anthony Jansen,Claes Stapel
J.W. Lustig,J.W. Lustig,Gerrit Manheer
J. Smeerbol,J. Smeerbol,Femme Gerbrantsz Drieduym
Pieter Elsevier,Pieter Elsevier,Arnold Bon
Augustinus van Teylingen,Augustinus van Teylingen,Florimond van Duyse
C. Rhijnenburgh,C. Rhijnenburgh,Jan Mommaert
Jacob Carel Willem le Jeune,Jacob Carel Willem le Jeune,D.V. Coornhert
Pieter Elsevier,Pieter Elsevier,Joannes Stalpaert van der Wiele
J. Smeerbol,J. Smeerbol,Joannes Vollenhove
Jan Pieter Heije,Jan Pieter Heije,Florimond van Duyse
Johannes Stichter,Johannes Stichter,Florimond van Duyse
Philippus Jennyn,Philippus Jennyn,Cornelis de Leeuw
Jodocus van Lodenstein,Jodocus van Lodenstein,Hieronymus van Alphen
J. Sent,J. Sent,Joannes Six van Chandelier
Jacob Claesz,Jacob Claesz,Leenaert Clock
"Adriaan Loosjes, Jan van Walré","Adriaan Loosjes, Jan van Walré",Adriaan Loosjes Pzn.
Carolus Tuinman,Carolus Tuinman,Florimond van Duyse
Pieter Datheen,Pieter Datheen,Alle Dercks
Cornelis van Eeke,Cornelis van Eeke,Jodocus van Lodenstein
Florimond van Duyse,Florimond van Duyse,J.F. Willems
Joan Ysermans,Joan Ysermans,Karel van Mander
Rumoldus Batavus,Rumoldus Batavus,D.V. Coornhert
Abdias Velingius,Abdias Velingius,Hendrik Riemsnijder
Barent Pietersz. Kompas,Barent Pietersz. Kompas,Dirk Rafaelsz. Camphuysen
Jacobus de Ruyter,Jacobus de Ruyter,Guilielmus Bolognino
Hendrik Uilenbroek,Hendrik Uilenbroek,François Halma
Joannes de Lixbona,Joannes de Lixbona,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Jacob Brouwer,Jacob Brouwer,Jacobus de Ruyter
Matthijs de Castelein,Matthijs de Castelein,D.V. Coornhert
Carolus Tuinman,Carolus Tuinman,Franciscus Ridderus
anoniem,anoniem,E. Pels de Jonge
C.P. van Wesbusch,C.P. van Wesbusch,Karel van Mander
Joannes Mys,Joannes Mys,Johanna de Gavre
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Joannes Stalpaert van der Wiele
Pieter Dubbels,Pieter Dubbels,Franciscus Ridderus
Hendrik Rintjes,Hendrik Rintjes,Philips van Marnix
Florimond van Duyse,Florimond van Duyse,Carolus Tuinman
Matthijs de Castelein,Matthijs de Castelein,Pieter Nootmans
Claes Stapel,Claes Stapel,Gijsbertus van Sandwijk
Joannes van Sambeeck,Joannes van Sambeeck,Johannes Wilhelmus Bussingh
Jacob Claesz,Jacob Claesz,Florimond van Duyse
Albertus Buitendyck,Albertus Buitendyck,Joannes Stalpaert van der Wiele
Henricus Costerius,Henricus Costerius,E. Pels de Jonge
"Anthonis de Hubert, Antonis de Hubert","Anthonis de Hubert, Antonis de Hubert",Hieronymus van Alphen
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Barent Pietersz. Kompas
Jan van der Veen,Jan van der Veen,Jan Pieter Heije
Soetken Gerijts,Soetken Gerijts,Henricus Costerius
Hieronymus van Alphen,Hieronymus van Alphen,Carolus Tuinman
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Jan Mommaert,Jan Mommaert,Livinus van der Minnen
Leenaert Clock,Leenaert Clock,Femme Gerbrantsz Drieduym
Frans vander Straten de jongere,Frans vander Straten de jongere,Jan Jansz. Deutel
Aegidius Haeffacker,Aegidius Haeffacker,Johannes Stichter
Cornelis Maertsz.,Cornelis Maertsz.,Lambert de Visscher
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Jan Thieullier
"R.J. de Nerée, P.C. Hooft, C.G. Plemp","R.J. de Nerée, P.C. Hooft, C.G. Plemp",Cornelis de Leeuw
G.A. Bredero,G.A. Bredero,Joannes Vollenhove
Johannes Stichter,Johannes Stichter,Johannes Wilhelmus Bussingh
Jan Zoet,Jan Zoet,Arnold Bon
Livinus van der Minnen,Livinus van der Minnen,Florimond van Duyse
Leenaert Clock,Leenaert Clock,D.V. Coornhert
Aegidius Haeffacker,Aegidius Haeffacker,Gerrit Hendricksz. van Breughel
Jan Jansz. Orlers,Jan Jansz. Orlers,Pieter van Gelre
Franciscus Ridderus,Franciscus Ridderus,Herman Ockes
Matthijs van der Merwede,Matthijs van der Merwede,Jan van der Veen
J. Sent,J. Sent,Leenaert Clock
J.H.C. Venman,J.H.C. Venman,Willem de Swaen
J.F. Willems,J.F. Willems,Florimond van Duyse
Cornelis Maertsz.,Cornelis Maertsz.,Jodocus van Lodenstein
Marijn de Brauwer,Marijn de Brauwer,Herman Ockes
Frans de Cort,Frans de Cort,Jan Pieter Heije
Livinus van der Minnen,Livinus van der Minnen,Guilelmus van der Borcht
Daniel Joncktys,Daniel Joncktys,Barent Pietersz. Kompas
Arnold Bon,Arnold Bon,Carolus Tuinman
Karel van Mander,Karel van Mander,Anthony Jansen
Philips van Marnix,Philips van Marnix,Pieter van Gelre
Gerrit Manheer,Gerrit Manheer,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Alle Dercks,Alle Dercks,Leonardus Gouwerak
Franciscus de Laat,Franciscus de Laat,Simon Jansz Fortuyn
Simon Jansz Fortuyn,Simon Jansz Fortuyn,J. Sent
Arnold Bon,Arnold Bon,Marijn de Brauwer
Aegidius Haeffacker,Aegidius Haeffacker,Willem de Swaen
Joannes Cloeck,Joannes Cloeck,Jodocus van Lodenstein
Lambert de Visscher,Lambert de Visscher,Gaudentius van Loemel
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
Willem Sluiter,Willem Sluiter,Johannes Stichter
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,G.A. Bredero
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Joannes Stalpaert van der Wiele
Johan Deknatel,Johan Deknatel,Claes Stapel
Philippus van Sorgen,Philippus van Sorgen,Hendrick Jansz. Prins
Jodocus van Lodenstein,Jodocus van Lodenstein,Jan Pieter Heije
Alle Dercks,Alle Dercks,Tjaert Sonnema
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Cornelis Maertsz.
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Johanna de Gavre
Alle Dercks,Alle Dercks,Cornelis Maertsz.
Js. M. Pfeil,Js. M. Pfeil,Johan Deknatel
Michiel Vlack,Michiel Vlack,C.P. van Wesbusch
Arnold Bon,Arnold Bon,Jan van der Veen
"Jan Steven van Esveldt Holtrop, Willem Holtrop","Jan Steven van Esveldt Holtrop, Willem Holtrop",Jan Thieullier
Carolus Tuinman,Carolus Tuinman,Willem Sluiter
Arnold Bon,Arnold Bon,Willem Sluiter
"Adriaan Loosjes, Jan van Walré","Adriaan Loosjes, Jan van Walré","Jan Steven van Esveldt Holtrop, Willem Holtrop"
Joannes van Sambeeck,Joannes van Sambeeck,Hendrik Jacobz. Soetenboom
Mattheus Gargon,Mattheus Gargon,Joannes Six van Chandelier
Justus de Harduwijn,Justus de Harduwijn,G.A. Bredero
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,Jan van Westerhoven
Dirck Pietersz Pers,Dirck Pietersz Pers,Samuel Coster
Jan Jansz. Deutel,Jan Jansz. Deutel,Hans de Ries
J. Smeerbol,J. Smeerbol,Joannes van Sambeeck
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",G.A. Bredero
Joannes van Sambeeck,Joannes van Sambeeck,Aegidius Haeffacker
G.A. Bredero,G.A. Bredero,J. Tradel
Jan Jansz. Deutel,Jan Jansz. Deutel,Leenaert Clock
Florimond van Duyse,Florimond van Duyse,Jan Pieter Heije
C.P.E. Robidé van der Aa,C.P.E. Robidé van der Aa,Jan van Eijk
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
"Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn","Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn",Franciscus Ridderus
Frans vander Straten de jongere,Frans vander Straten de jongere,Jan Jansz. Deutel
Arnold Bon,Arnold Bon,G.A. Bredero
Hendrik Riemsnijder,Hendrik Riemsnijder,Hermanus van den Burg
Pieter Elsevier,Pieter Elsevier,Pieter Dubbels
Godfried Bussé,Godfried Bussé,Guilielmus Bolognino
Philippus van Sorgen,Philippus van Sorgen,Jacob Cats
Jan Jansz. Deutel,Jan Jansz. Deutel,Cornelis de Leeuw
Jan Pieter Heije,Jan Pieter Heije,Johan van Heemskerck
Hendrik Rintjes,Hendrik Rintjes,Karel van Mander
Hendrik Rintjes,Hendrik Rintjes,Leenaert Clock
David Montanus,David Montanus,Joos Verschuere Reynvaan
C. J. Wits,C. J. Wits,Lambert de Visscher
Joan Ysermans,Joan Ysermans,Jacob Steendam
Hendrik van Tichelen,Hendrik van Tichelen,Frans de Cort
F. Pitton,F. Pitton,Anthony Jansen
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","B. Targier, Anthony Jansen"
Jan van Eijk,Jan van Eijk,Arnold Bon
Jan Jansz. Deutel,Jan Jansz. Deutel,Jacobus de Ruyter
Jan Pieter Heije,Jan Pieter Heije,Jan van der Veen
Willem Sluiter,Willem Sluiter,Jacob Steendam
Jodocus van Lodenstein,Jodocus van Lodenstein,Jan Pieter Heije
Jacobus de Ruyter,Jacobus de Ruyter,H. van Vijfderley
D.V. Coornhert,D.V. Coornhert,Jan van der Veen
Florimond van Duyse,Florimond van Duyse,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
François Halma,François Halma,Johan Deknatel
Guilelmus van der Borcht,Guilelmus van der Borcht,Cornelis Maertsz.
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Hendrick Jansz. Prins
Anthony Jansen,Anthony Jansen,Karel van Mander
Dirck Pietersz Pers,Dirck Pietersz Pers,C. J. Wits
Cornelis Sweerts,Cornelis Sweerts,Jodocus van Lodenstein
J. Sent,J. Sent,Florimond van Duyse
Livinus van der Minnen,Livinus van der Minnen,Jacobus de Ruyter
J.F. Willems,J.F. Willems,Jan Pieter Heije
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
anoniem,anoniem,G.A. Bredero
Aegidius Haeffacker,Aegidius Haeffacker,Augustinus van Teylingen
Pieter de Bisschop,Pieter de Bisschop,Jacobus Revius
Jan Gerritse Wondergem,Jan Gerritse Wondergem,Florimond van Duyse
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Livinus van der Minnen
J. Sent,J. Sent,Simon Jansz Fortuyn
Johanna de Gavre,Johanna de Gavre,Jacobus de Ruyter
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Albertus Buitendyck
C. Rhijnenburgh,C. Rhijnenburgh,Joan Blasius
Karel van Mander,Karel van Mander,Jacobus Revius
Frans de Cort,Frans de Cort,Jan Pieter Heije
Frank A. Metaal,Frank A. Metaal,Bernardus Busschoff
Jacob Claesz,Jacob Claesz,Cornelis de Leeuw
Leenaert Clock,Leenaert Clock,Guilielmus Bolognino
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Jacob Coenraetsz Mayvogel
Bernardus Busschoff,Bernardus Busschoff,Jacobus de Ruyter
Jacobus de Ruyter,Jacobus de Ruyter,Frans de Cort
Arnold Bon,Arnold Bon,Femme Gerbrantsz Drieduym
Cornelis Sweerts,Cornelis Sweerts,Abdias Velingius
Nicolaes Janssens,Nicolaes Janssens,"Petrus Suetmans, Eustachius de Meyer"
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Jan Pieter Heije
Philippus van Sorgen,Philippus van Sorgen,Albertus Buitendyck
Jan Jansz. Deutel,Jan Jansz. Deutel,Soetken Gerijts
Jan van Hoogstraten,Jan van Hoogstraten,Hendrik Uilenbroek
Jan van der Veen,Jan van der Veen,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Johan Deknatel,Johan Deknatel,Jan van Hoogstraten
Jacobus Revius,Jacobus Revius,Jacob Westerbaen
Samuel Coster,Samuel Coster,Anthony Jansen
Henricus Costerius,Henricus Costerius,Nicolaes Janssens
Simon Jansz Fortuyn,Simon Jansz Fortuyn,Jacob Claesz
"Volkerus van Oosterwyck, Volckerus van Oosterwyck","Volkerus van Oosterwyck, Volckerus van Oosterwyck",Philippus van Sorgen
Jan van Gijsen,Jan van Gijsen,Joannes Stalpaert van der Wiele
F. Pitton,F. Pitton,Florimond van Duyse
Jakobus Rosseau,Jakobus Rosseau,Adriaan Loosjes Pzn.
Franciscus Ridderus,Franciscus Ridderus,Johan van Born
Jacobus de Ruyter,Jacobus de Ruyter,Willem de Swaen
Philippus van Sorgen,Philippus van Sorgen,Jodocus van Lodenstein
M. van de Speybroek,M. van de Speybroek,Jacob Coenraetsz Mayvogel
Reynier Rooleeuw,Reynier Rooleeuw,Willem Sluiter
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Cornelis de Leeuw
P.A. Dreyer,P.A. Dreyer,Christianus Vermeulen
Hendrik Uilenbroek,Hendrik Uilenbroek,Reynier Rooleeuw
Matthijs de Castelein,Matthijs de Castelein,Karel van Mander
Frans vander Straten de jongere,Frans vander Straten de jongere,Pieter Datheen
Christianus de Placker,Christianus de Placker,Johannes Stichter
Jacobus de Ruyter,Jacobus de Ruyter,C.P. van Wesbusch
Jan Pieter Heije,Jan Pieter Heije,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
G.A. Bredero,G.A. Bredero,Michiel Vlack
Jacob Rosant,Jacob Rosant,Pieter de Vos
Betje Wolff en Aagje Deken,Betje Wolff en Aagje Deken,Hendrik Riemsnijder
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,Jacobus de Ruyter
Claes Stapel,Claes Stapel,Jan Pieter Heije
Claes Stapel,Claes Stapel,Jan Pieter Heije
Jan Mommaert,Jan Mommaert,Jan Utenhove
J. Jacobsz. Harlingen,J. Jacobsz. Harlingen,Justus de Harduwijn
Frans vander Straten de jongere,Frans vander Straten de jongere,Pieter Sterlincx
Jacobus de Ruyter,Jacobus de Ruyter,Willem de Swaen
Livinus van der Minnen,Livinus van der Minnen,François Halma
Guilelmus van der Borcht,Guilelmus van der Borcht,"B. Targier, Anthony Jansen"
Jan Luyken,Jan Luyken,Carolus Tuinman
Joost van den Vondel,Joost van den Vondel,Philippus Jennyn
Pieter de Vos,Pieter de Vos,M. van de Speybroek
Mattheus Gargon,Mattheus Gargon,Joannes Six van Chandelier
Karel van Mander,Karel van Mander,Cornelis Maertsz.
Hans de Ries,Hans de Ries,Pieter Datheen
G.A. Bredero,G.A. Bredero,Adriaan Loosjes Pzn.
Hermanus van den Burg,Hermanus van den Burg,Jodocus van Lodenstein
Joannes Stalpaert van der Wiele,Joannes Stalpaert van der Wiele,Dirk Rafaelsz. Camphuysen
Jan Jansz. Deutel,Jan Jansz. Deutel,Hendrik Rintjes
Livinus van der Minnen,Livinus van der Minnen,Karel van Mander
Cornelis Maertsz.,Cornelis Maertsz.,Joost van den Vondel en Johan van Heemskerck (etc.)
Michiel Vlack,Michiel Vlack,Boudewijn Jansen Wellens
Lambert de Visscher,Lambert de Visscher,Tannetge Kornelis Blok
Jan Pieter Heije,Jan Pieter Heije,Andries Pels
Johannes Wilhelmus Bussingh,Johannes Wilhelmus Bussingh,Jan van Eijk
Claes Stapel,Claes Stapel,Jan Zoet
Cornelis van Eeke,Cornelis van Eeke,Hieronymus van Alphen
C. Rhijnenburgh,C. Rhijnenburgh,J. Tradel
Lambert de Visscher,Lambert de Visscher,Hendrik Uilenbroek
Jacob Carel Willem le Jeune,Jacob Carel Willem le Jeune,Claes Stapel
J.W. Lustig,J.W. Lustig,Hendrik Riemsnijder
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Jodocus van Lodenstein
Abdias Velingius,Abdias Velingius,Daniël Willink
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Aegidius Haeffacker
Pieter Datheen,Pieter Datheen,Hendrik Rintjes
Hendrik Rintjes,Hendrik Rintjes,Soetken Gerijts
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Christianus Vermeulen
anoniem,anoniem,Pieter Elsevier
Hendrik Rintjes,Hendrik Rintjes,Peeter de Vleeschoudere
Hendrik Rintjes,Hendrik Rintjes,Johan Fruytiers
Johannes Stichter,Johannes Stichter,Jacob Rosant
Jacob Carel Willem le Jeune,Jacob Carel Willem le Jeune,Carolus Tuinman
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Livinus van der Minnen
Gerrit Manheer,Gerrit Manheer,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Philips van Marnix,Philips van Marnix,Cornelis Maertsz.
Gerrit Manheer,Gerrit Manheer,Jan Pieter Heije
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,Karel van Mander
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Pieter Cornelisz. van der Morsch,Pieter Cornelisz. van der Morsch,Pieter Nootmans
C.P. van Wesbusch,C.P. van Wesbusch,Albertus Ignatius d'Hanins
Claes Stapel,Claes Stapel,Willem Sluiter
Wolterus ter Burgh,Wolterus ter Burgh,Joannes Six van Chandelier
Adriaan Loosjes Pzn.,Adriaan Loosjes Pzn.,Johan Deknatel
Joris Wybo,Joris Wybo,Hans de Ries
Frans de Cort,Frans de Cort,Jan Pieter Heije
Godfried Bussé,Godfried Bussé,Jacobus de Ruyter
Jan van Hoogstraten,Jan van Hoogstraten,Claes Stapel
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Cornelis de Leeuw
Anthony Jansen,Anthony Jansen,Jan van Hoogstraten
M.A. Brandts-Buys,M.A. Brandts-Buys,Jan Pieter Heije
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Dirk Rafaelsz. Camphuysen
Joannes Mys,Joannes Mys,Femme Gerbrantsz Drieduym
Lambert de Visscher,Lambert de Visscher,Jacobus de Ruyter
Joan Ysermans,Joan Ysermans,Boudewijn Jansen Wellens
Albertus Buitendyck,Albertus Buitendyck,Daniel Joncktys
